pathway,fisher_pval,stouffer_pval,min_pval,n_timepoints,n_significant,mean_NES,fisher_padj
GOCC_CONTRACTILE_MUSCLE_FIBER,2.363648566276266e-59,2.0500509504229546e-54,5.20865236978019e-17,10,8,-0.032518846424819704,1.529280622380744e-56
GOCC_I_BAND,8.935319261619711e-36,1.2858336211312553e-33,3.25688172653327e-10,10,8,0.11296000181952404,2.8905757811339766e-33
GOBP_MUSCLE_SYSTEM_PROCESS,1.678144740024187e-34,2.60388430461325e-31,5.882461748105339e-11,10,7,-0.21421535982045287,3.6191988226521633e-32
GOBP_MUSCLE_CONTRACTION,2.862797207545185e-34,1.9458340326520717e-29,8.296597346627449e-11,10,7,-0.21863766337634924,4.6305744832043366e-32
GOBP_STRIATED_MUSCLE_CONTRACTION,6.240969530538587e-26,7.539814502917017e-26,1.52421406629659e-07,10,6,-0.252025504999944,6.729845477097444e-24
GOBP_CARDIAC_MUSCLE_CONTRACTION,6.240969530538587e-26,7.539814502917017e-26,1.52421406629659e-07,10,6,-0.252025504999944,6.729845477097444e-24
GOBP_MUSCLE_CELL_DEVELOPMENT,3.475113086013618e-25,4.5154933314153255e-21,5.17622682094568e-07,10,7,-0.08534316132761566,3.21199738092973e-23
GOBP_HEART_PROCESS,1.0190233270833976e-24,4.948211394575901e-25,2.2437806189331e-06,10,7,-0.245158297015947,8.241351157786978e-23
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,3.160200480647402e-24,1.3439134748440182e-22,1.60681110554806e-06,10,6,-0.11843637989054753,2.2718330121987437e-22
GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS,3.689167871509209e-24,1.0612062030901054e-20,3.34972979325554e-07,10,8,-0.11660585834152704,2.386891612866458e-22
GOBP_CIRCULATORY_SYSTEM_PROCESS,4.214906076676954e-24,7.064944174479267e-24,2.52435815338624e-06,10,6,-0.049299916055258276,2.479131119645445e-22
GOBP_ACTIN_FILAMENT_BASED_MOVEMENT,8.773821699801348e-23,4.996631971813731e-22,4.85700820016301e-08,10,5,-0.20313597122666693,4.7305521998095605e-21
GOBP_MUSCLE_ORGAN_DEVELOPMENT,3.918280985989706e-21,4.018875181420626e-23,1.50333400797823e-05,10,5,-0.26438865985470095,1.9500983061041075e-19
GOCC_SUPRAMOLECULAR_POLYMER,6.781120679341886e-21,3.1165745401363737e-18,1.6078375649193202e-09,7,4,0.11344176417474164,3.1338464853815716e-19
GOBP_MUSCLE_STRUCTURE_DEVELOPMENT,2.2283357081261805e-19,7.418154658178468e-20,4.52757068517328e-06,7,4,-0.14199979299235999,9.611554687717591e-18
GOBP_MUSCLE_CELL_DIFFERENTIATION,7.518007682083227e-19,7.741851919863316e-18,6.73855712134051e-06,10,6,-0.1573272609266123,3.040094356442405e-17
GOBP_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,1.8898408730866896e-17,2.19394643565083e-19,8.20372321110134e-06,10,4,-0.252472619938799,7.192512028747577e-16
GOBP_MUSCLE_TISSUE_DEVELOPMENT,7.73933016518268e-17,1.2798127032458873e-18,1.63658219036196e-05,10,4,-0.25098051303926494,2.7818592315962186e-15
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION,1.0005225641141933e-15,9.529926822890607e-14,8.52602145991604e-06,10,5,-0.18991503476187993,3.4070426262204376e-14
GOBP_REGULATION_OF_SYSTEM_PROCESS,2.937660653447184e-13,5.676130594453565e-14,3.78282792511895e-05,10,3,-0.1903813087886032,9.503332213901642e-12
GOCC_SUPRAMOLECULAR_COMPLEX,1.3367696696131928e-12,1.9902972846022226e-08,1.46214897724853e-08,7,3,-0.16834896669563973,4.118523696379694e-11
GOMF_ACTIN_BINDING,2.4289525913755693e-12,6.370479299982206e-11,9.37353877791081e-07,10,3,-0.44565629943091933,7.143328757363606e-11
GOCC_ACTIN_CYTOSKELETON,4.0000765401383447e-11,2.0352847177613936e-09,3.56166806960927e-05,7,4,-0.17927297342965656,1.1252389223780474e-09
GOBP_HEART_MORPHOGENESIS,2.24282875901493e-10,1.1504584102864957e-11,0.0003693916709368,10,2,-0.21324825997420302,6.046292529511083e-09
GOMF_STRUCTURAL_MOLECULE_ACTIVITY,2.4459190557465324e-09,1.1114163041926203e-05,1.48391893721962e-05,8,3,-0.25332884221904056,6.330038516272025e-08
GOMF_CALCIUM_ION_BINDING,2.5231567458173156e-08,2.5393570459351746e-07,0.0001553811297222,10,2,-0.18326888724828655,6.278778517476166e-07
GOBP_CARDIAC_VENTRICLE_DEVELOPMENT,1.263712419787598e-07,2.6879449314917706e-09,0.0065809210691094,10,0,-0.17964882659322792,3.028229391120651e-06
GOCC_ACTIN_FILAMENT,1.8376287368854e-07,2.264018968189891e-08,0.0001750901853255,10,1,-0.029912280005634017,4.246234974160193e-06
GOBP_CARDIAC_CHAMBER_MORPHOGENESIS,3.4947945426073274e-07,9.986612234779407e-09,0.0062020256566204,10,0,-0.16651408099924114,7.79700713471359e-06
GOCC_POLYMERIC_CYTOSKELETAL_FIBER,2.116309263269785e-06,0.0007636152158423193,0.0003922221904524,8,2,-0.1716367328276615,4.5641736444518356e-05
GOBP_HEART_DEVELOPMENT,2.4636844076024637e-06,7.471147292431861e-06,0.0002755627276155,9,1,0.0838115419725461,5.1419477797380454e-05
GOBP_CIRCULATORY_SYSTEM_DEVELOPMENT,2.6872790900712446e-06,0.00010404868839945416,0.0001551262036416,9,1,-0.1547116890266338,5.4333424102377975e-05
GOBP_CARDIAC_CHAMBER_DEVELOPMENT,5.687471210309004e-06,2.431584996577748e-07,0.0047117462924825,10,0,-0.16011998212109602,0.0001115089052445432
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,6.625573819318476e-06,4.221494776694587e-06,6.7982603266793e-05,8,1,0.1359342015539191,0.00012608077238526627
GOCC_ACTOMYOSIN,8.690964659414562e-06,1.1734786812967933e-05,0.0047615781885479,10,0,-0.13017247505372087,0.00015619594818447837
GOCC_ACTIN_FILAMENT_BUNDLE,8.690964659414562e-06,1.1734786812967933e-05,0.0047615781885479,10,0,-0.13017247505372087,0.00015619594818447837
GOBP_ANIMAL_ORGAN_MORPHOGENESIS,1.2460202760659117e-05,0.0006147490660601138,0.0002244306300632,8,2,-0.21218374415318128,0.00021788516719314726
GOBP_TISSUE_MORPHOGENESIS,1.5501606628151116e-05,7.069058906953032e-06,0.0001163318376144,8,1,0.016715321049417475,0.0002639352496950993
GOCC_LARGE_RIBOSOMAL_SUBUNIT,5.127186803814671e-05,0.03206636099351272,1.72096599993164e-06,10,1,-0.013117085340644773,0.0008505871441200236
GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME,7.041931024613204e-05,0.018111986020729814,7.2582311419768e-05,10,2,-0.13834826792432237,0.0011390323432311858
GOCC_RIBOSOMAL_SUBUNIT,7.654626608923763e-05,0.007552816255525274,7.09160292735317e-05,9,2,-0.06829188823163769,0.0012079374185301646
GOBP_ACTIN_FILAMENT_BASED_PROCESS,0.00010644369237869082,0.0006015388194071054,0.0015004237880965,7,1,-0.44746629230593504,0.0016397397373574517
GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT,0.00013353869116031962,0.026909861649999003,1.40071912046673e-05,10,1,-0.1673825557178958,0.0020092914693192274
GOMF_CYTOSKELETAL_PROTEIN_BINDING,0.00013958766781523455,0.0006291870232497847,0.0004474986188259,7,1,-0.4867260592647439,0.002052573206283108
GOCC_CYTOSOLIC_RIBOSOME,0.00015677067371564025,1.0,5.16353572637485e-05,10,2,-0.10118035662226292,0.0022540139087559832
GOCC_CATALYTIC_COMPLEX,0.0002508224463458906,0.0002036155961021879,0.001224148231351,10,1,-0.012282323438338127,0.0035278722344737217
GOMF_ACTIN_FILAMENT_BINDING,0.00028234955603755627,0.00019735570518089788,0.0036596406782056,10,0,-0.34205649943197586,0.0038868119735382747
GOCC_CHROMATIN,0.0005903584133226,0.00013689955420556092,0.0080040617400976,10,0,-0.013393050456790201,0.007823153620180254
GOCC_NUCLEAR_PROTEIN_CONTAINING_COMPLEX,0.0005924799495963407,0.007897825634508273,0.0033146445993469,10,0,0.05531044873685809,0.007823153620180254
GOBP_PROTEIN_TARGETING,0.0006253056245854416,0.000827537843497709,0.0028681121957782,10,0,-0.25056970033052856,0.008068349724158692
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE,0.0006359904728471303,0.0005545121812119954,0.0020963599411894,10,0,-0.023820247623713042,0.008068349724158692
GOBP_CELLULAR_RESPIRATION,0.0009016595978978759,0.004400101740483624,0.0005252149629546,10,1,-0.5517773859912356,0.011218726150767803
GOMF_DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY,0.00119440660140983,0.0007096634977136512,0.0053832700153471,10,0,0.0212837474930311,0.01458077492664453
GOBP_CYTOSKELETON_ORGANIZATION,0.0014855722105320515,0.0748929360758016,0.0011185240205269,8,1,-0.1246822941528467,0.017799355929893283
GOMF_MACROMOLECULAR_CONFORMATION_ISOMERASE_ACTIVITY,0.001767776918338565,0.0051049381488651666,0.0055621866491014,10,0,-0.06841957081877761,0.020795484839364574
GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II,0.0019372555774495202,0.0006963398000189608,0.0200361764367463,10,0,-0.182323216049728,0.022382220689461423
GOBP_SUPRAMOLECULAR_FIBER_ORGANIZATION,0.0027790306262848166,0.009896630424150893,0.0021696637928424,7,0,-0.4302535860659492,0.031544435354496074
GOMF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,0.003117597442442787,0.00104464778556795,0.0158475162472266,10,0,-0.005353716508694562,0.03477733698724971
GOBP_NEGATIVE_REGULATION_OF_RNA_METABOLIC_PROCESS,0.0034533688952057677,0.0008774257704045815,0.0184741928991579,10,0,-0.1968064241559266,0.03786999449488359
GOBP_CYTOPLASMIC_TRANSLATION,0.004425919539446645,0.04130408085323941,0.0002493301529769,9,1,-0.08847630922870389,0.04772616570036632
GOMF_SEQUENCE_SPECIFIC_DNA_BINDING,0.004833766746467139,0.013442715501101703,0.03,10,0,-0.20194488157499518,0.051269624343676046
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II,0.005184089275121155,0.0019631554011401422,0.0106969485633605,10,0,-0.24076107829330043,0.05409848001618367
GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING,0.005456662256467893,0.007212185961342869,0.0087602848351191,10,0,-0.07568245088215024,0.05518745229979236
GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS,0.00545903701265334,0.0031104180319843086,0.0107988756823265,10,0,0.010474887827713508,0.05518745229979236
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION,0.005728872610227971,0.0015269243170608938,0.0042763808473607,10,0,-0.08959981796152612,0.05702431659719226
GOBP_CELL_DIVISION,0.006042693644978716,0.010276182073617952,0.0043720268027947,10,0,-0.2277581984288637,0.05923670891365499
GOBP_CELL_CELL_ADHESION,0.006852509548126213,1.0,0.0005638205142382,10,1,0.14812937473796114,0.06617274145727851
GOCC_PIGMENT_GRANULE,0.00809117445828001,0.00791231979507146,0.0023310567861194,10,0,0.12233407825603579,0.07698514521334068
GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS,0.010683651162315328,0.0015535780918445557,0.0329375711906117,10,0,-0.22159101032523756,0.10017858408721765
GOBP_ORGANELLE_LOCALIZATION,0.011198381929008678,0.09261145494387563,0.000343491373588,10,1,0.04150029738122609,0.10350504440098021
GOBP_CELL_ADHESION,0.012005966227719482,0.0648152824380117,0.0018007875456216,9,0,0.2512723917608126,0.10940648097654232
GOCC_ORGANELLE_ENVELOPE,0.012593586801328225,0.022104997733018165,0.0055299916524238,10,0,-0.2422616152285934,0.1131673702841578
GOCC_RIBONUCLEOPROTEIN_COMPLEX,0.014036164097602721,0.032885350314891044,0.0074756911457796,10,0,-0.030481556221549688,0.12440271467327343
GOBP_INTRACELLULAR_PROTEIN_TRANSPORT,0.014794120284945422,0.004903558474094595,0.0203512371482036,10,0,-0.03177495781197663,0.12934859222107686
GOBP_DEVELOPMENTAL_GROWTH,0.014997695078901025,0.13507700907015896,0.0007478441104334,10,1,-0.044638398963125936,0.12938011621398618
GOMF_ACYLTRANSFERASE_ACTIVITY,0.016104141259597454,0.17505623611589416,0.0029845510861177,10,0,-0.11174319309932375,0.13709709730209937
GOMF_CADHERIN_BINDING,0.016965084967659846,0.031683798348320795,0.0028713026210994,10,0,-0.13168322862671997,0.14255077888410286
GOBP_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION,0.017657638970077754,0.006026227397281751,0.0267550774069779,10,0,-0.10192536266129355,0.14586374938515334
GOBP_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,0.017810256880103733,0.007725769030855471,0.0031075101196281,10,0,-0.08156733591847229,0.14586374938515334
GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY,0.018837407565417557,0.02391153288884642,0.0254263520825392,10,0,0.030039034313331037,0.15234753368531448
GOCC_RIBOSOME,0.019748524226967986,0.16154711544598138,0.0004721018218663,9,0,-0.1094756002471129,0.15774438487467018
GOCC_EARLY_ENDOSOME,0.02313266769206993,0.011313967047991539,0.0156456925514532,10,0,0.2418627599278116,0.182522390204503
GOBP_GAMETE_GENERATION,0.025286510196495537,0.07771361970181372,0.0079440551006613,10,0,0.09239226767982871,0.19352640347121325
GOCC_MITOCHONDRION,0.02537914805596809,0.05965655130243579,0.0031380791170012,10,0,-0.0893398036040189,0.19352640347121325
GOMF_RNA_POLYMERASE_II_TRANSCRIPTION_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING,0.025424643423575154,0.03192408822696459,0.0210404918868859,10,0,-0.03535247988782651,0.19352640347121325
GOBP_CELL_CELL_SIGNALING,0.026331377163572638,0.06506207280957406,0.011102094176394,10,0,-0.1264003522294566,0.19738036661099584
GOMF_ENZYME_ACTIVATOR_ACTIVITY,0.026541100301633137,0.02664348996094018,0.0116092840047017,10,0,-0.20492455948220498,0.19738036661099584
GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE,0.027033680806329882,0.11321235645598027,0.0127974762633685,10,0,0.345961693774871,0.19870515835024913
GOBP_MITOCHONDRION_ORGANIZATION,0.027333476187283108,0.029898725146000966,0.0131568489094732,10,0,-0.11545964416168034,0.19870515835024913
GOBP_MRNA_PROCESSING,0.028077431652435435,0.029736817828769947,0.0056694949917459,10,0,0.006024556256844294,0.20092457129635907
GOBP_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS,0.028259870151419897,0.012710432289285716,0.0166718744695258,10,0,-0.27116276630459574,0.20092457129635907
GOBP_PATTERN_SPECIFICATION_PROCESS,0.02930003406093551,0.020466440384811463,0.01092551494939,10,0,-0.14153427043829747,0.20605567431983993
GOMF_CIS_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING,0.03001843135516993,0.03081577884382818,0.0333333333333333,10,0,-0.050010678052263245,0.20883790415908543
GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY,0.030657575845287822,0.02450599613881525,0.0158944257999414,10,0,0.18885377302765488,0.21062643321034852
GOBP_CELLULAR_RESPONSE_TO_RADIATION,0.030926601476017168,0.06953468576897477,0.0189325852020872,10,0,-0.09371994009237465,0.21062643321034852
GOBP_SENSORY_ORGAN_MORPHOGENESIS,0.0313301866197543,0.005383519395981562,0.0920679886685552,10,0,0.019986961865549113,0.21115240357271908
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES,0.03333185823570069,0.013529647449415632,0.0202693743831781,10,0,0.005408397787631069,0.2223269307061685
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.03480747930925125,0.015047449665781091,0.0189494333553747,10,0,0.006435331592031824,0.22980039911311795
GOMF_HISTONE_BINDING,0.03517938604765756,0.02600016541201259,0.0017138075238913,10,0,0.047112899946073906,0.22990972497812565
GOBP_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS,0.0401035503404329,0.18280265342846724,0.0133965116352015,10,0,0.008693341882431005,0.2572370790976528
GOBP_RESPONSE_TO_NUTRIENT_LEVELS,0.04015602007552231,0.015560293079856574,0.00698204225742,10,0,0.02159137783307539,0.2572370790976528
GOBP_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS,0.043513620127002384,0.10267571253442054,0.0019651043390567,10,0,0.1346359736429392,0.2760128649232406
GOCC_INTRACELLULAR_PROTEIN_CONTAINING_COMPLEX,0.04678264008969938,0.10382361618300462,0.0044077055024717,10,0,-0.12652823502798988,0.29383494023009804
GOCC_MITOCHONDRIAL_ENVELOPE,0.04734873665411758,0.16570516730745677,0.0079936046625606,10,0,-0.11881564443429901,0.29383494023009804
GOMF_MOLECULAR_FUNCTION_ACTIVATOR_ACTIVITY,0.04768573218571916,0.025621238283411903,0.0178680722225799,10,0,-0.19272670260841757,0.29383494023009804
GOBP_RNA_PROCESSING,0.04893614171050919,0.19005886135248068,0.0115945805316871,10,0,-0.12615390677233737,0.29680689728385934
GOBP_SEXUAL_REPRODUCTION,0.04908553015359034,0.0446586702447161,0.0110614235810495,10,0,0.13923937831996908,0.29680689728385934
GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT,0.04988827061956231,0.1214268681695041,0.0036995966172151,10,0,0.00603610331924651,0.2988676952857112
GOMF_ATP_HYDROLYSIS_ACTIVITY,0.051933790493543616,0.04388830961881297,0.0268785149036653,10,0,0.019332238793408996,0.3082675454066304
GOMF_CHROMATIN_BINDING,0.05429356230709711,0.04602684774907562,0.0523255813953488,10,0,0.0367866421739594,0.3192583146323849
GOBP_RNA_SPLICING,0.05477229200030097,0.012324277253250372,0.0385015608740895,10,0,0.01708684371168432,0.3192583146323849
GOBP_MONOSACCHARIDE_METABOLIC_PROCESS,0.05766431288944398,0.03574081458204579,0.0086033799777033,10,0,0.03373475958785488,0.33311437892384155
GOMF_TRANSCRIPTION_REGULATOR_ACTIVITY,0.0592183128434792,0.050157851493152064,0.0075552493019337,10,0,-0.030046860406072663,0.3390641452188588
GOMF_CELL_ADHESION_MOLECULE_BINDING,0.06363479227715234,0.09445042129684206,0.0119138790747073,10,0,-0.052860559597987564,0.36115535616945227
GOBP_RESPONSE_TO_ABIOTIC_STIMULUS,0.06604098230506618,0.03146432363343408,0.0389221556886228,10,0,-0.0891782317832405,0.37155230914241577
GOBP_PROTEIN_LOCALIZATION_TO_ORGANELLE,0.06880870656013335,0.04756470011689631,0.0398706896551724,10,0,-0.19616769679177484,0.38378649262419207
GOBP_EMBRYONIC_MORPHOGENESIS,0.06978337826261213,0.04890962495480056,0.0184690152258236,10,0,-0.3854660258966518,0.3858961174009406
GOBP_EPITHELIAL_TUBE_MORPHOGENESIS,0.073302151904976,0.06823830220988271,0.0099477569871299,10,0,-0.3549180120297738,0.40191942612304643
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_RNA,0.07750890902672644,0.04679877715953834,0.008625382564362,10,0,0.1360693629329112,0.42141398437220173
GOBP_POSITIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,0.07980931718512248,0.0363940599103213,0.019900337138895,10,0,0.00636306051301404,0.430305235156452
GOBP_MALE_GAMETE_GENERATION,0.08156992381380995,0.2740591115715756,0.0209429978392492,10,0,0.0903686974088949,0.4361631463432648
GOBP_CELL_CYCLE,0.08491801099226988,0.05452100910074762,0.032967032967033,10,0,-0.14635559830218653,0.45034387796720177
GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE,0.08576412742779192,0.07755700282694143,0.0195779580024275,10,0,-0.20204715398686246,0.45113325565675916
GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX,0.08821976761716938,1.0,0.0026064810456664,10,0,0.1284524678876326,0.4603079810347467
GOBP_MULTICELLULAR_ORGANISMAL_REPRODUCTIVE_PROCESS,0.09153472698400987,0.15188357782514045,0.0098964824578487,10,0,0.2660996247458388,0.4737837468692351
GOBP_VACUOLE_ORGANIZATION,0.09272278054152631,0.1420030217074814,0.0122151371576226,10,0,0.05119793611320726,0.476124119129901
GOMF_ISOMERASE_ACTIVITY,0.09491722837682726,0.13066433160107793,0.0275176727912158,10,0,-0.176517528225356,0.48355469889611996
GOCC_SPINDLE,0.09644276302163092,0.022323891073576105,0.0656934306569343,10,0,-0.18073520329288392,0.4874880287109001
GOBP_RESPONSE_TO_METAL_ION,0.09835399776373734,0.046138783288284246,0.0231679658504432,10,0,-0.0004006668827504223,0.49329485700107023
GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS,0.10098797840076955,0.19667968120107537,0.0096540744120648,10,0,-0.0687462209180799,0.5026094001945992
GOCC_MICROTUBULE_CYTOSKELETON,0.10283668142068142,0.05126043601001037,0.058941058941059,10,0,-0.18787093002432342,0.5079033044212281
GOMF_AMINOACYLTRANSFERASE_ACTIVITY,0.10938666537413921,0.09837478667136512,0.0413175997477218,10,0,-0.06758629697266881,0.5361603977050612
GOBP_MODIFICATION_DEPENDENT_MACROMOLECULE_CATABOLIC_PROCESS,0.11218994831673597,0.05758496294732709,0.0135646072423215,10,0,-0.1040005962301579,0.541852473292359
GOBP_RESPONSE_TO_CARBOHYDRATE,0.11222292337121499,0.06160849219943928,0.0362608425876629,10,0,-0.11650620193668633,0.541852473292359
GOBP_AMINO_ACID_METABOLIC_PROCESS,0.11350214523063511,0.14098898205741783,0.0163870920939133,10,0,-0.009022798399068454,0.5428934985030417
GOCC_NUCLEAR_ENVELOPE,0.11411671684144307,0.044200364786860465,0.0600203458799593,10,0,-0.2046572757422333,0.5428934985030417
GOCC_ANCHORING_JUNCTION,0.11786634529396514,0.850256813063567,0.0075338337193973,10,0,-0.13721704949155752,0.5536736743198759
GOCC_TRANSFERASE_COMPLEX,0.11809423038043722,0.07351781709266315,0.030060120240481,10,0,-0.1278136423759026,0.5536736743198759
GOBP_REGULATION_OF_CELL_DIFFERENTIATION,0.11949333043384323,0.15047319876406007,0.0132842299283059,10,0,-0.2490052842867017,0.5562027682783927
GOBP_RESPONSE_TO_RADIATION,0.1209269192369523,0.04853296297525327,0.0549338758901322,10,0,-0.0731119244036665,0.5588551196164867
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS,0.12300903447217622,0.07906384221858265,0.036,10,0,-0.054729523243414936,0.5615210377904702
GOBP_GLAND_DEVELOPMENT,0.12405914012241466,0.2810284741737664,0.0037179912340138,10,0,0.0280243440104325,0.5615210377904702
GOBP_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION,0.12480537466920094,0.15700453606480436,0.0034682997267085,10,0,-0.03638025325877799,0.5615210377904702
GOBP_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION,0.12497531598427776,0.45186974219899617,0.0061010391441389,10,0,-0.18504086947309722,0.5615210377904702
GOMF_ENDOPEPTIDASE_ACTIVITY,0.1267234404617452,0.07152713343846454,0.0325,10,0,0.20121608210256206,0.5654487308879251
GOBP_REGULATION_OF_CELL_CYCLE,0.12909809883802376,0.06123027888079266,0.0426829322604727,10,0,-0.15933415404699997,0.572099109234256
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_NUCLEIC_ACID,0.13183310229011813,0.06115378122002331,0.0393541876892028,10,0,0.11840439887492082,0.5771934038485587
GOBP_ATP_METABOLIC_PROCESS,0.13203187599627,0.28401145742671874,0.0070844513398966,10,0,-0.3153168959892036,0.5771934038485587
GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,0.13618698880553867,0.18270241387347247,0.0020028920152817,10,0,0.10704223148786203,0.5886538142547759
GOCC_UBIQUITIN_LIGASE_COMPLEX,0.13647306358302377,0.09094835602720258,0.0266524520255864,10,0,0.22614188491707976,0.5886538142547759
GOMF_NUCLEASE_ACTIVITY,0.13903528869565146,0.2000269432017543,0.0255861939918597,10,0,0.01731710400422648,0.5957339853383212
GOBP_LIPID_METABOLIC_PROCESS,0.14703299863044064,0.17779842099330517,0.0181438647227081,10,0,-0.05401119378999044,0.6258575665387835
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS,0.1483614419845543,0.07107408673171622,0.0619684082624544,10,0,0.10583683297164388,0.6273846598954682
GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS,0.15486154233850305,0.15276446108470132,0.0129852879042637,10,0,0.10003155298347047,0.6474556081804476
GOBP_STEM_CELL_DIFFERENTIATION,0.15510914879129734,0.15049399178994016,0.0312206999135651,10,0,-0.19332772602476858,0.6474556081804476
GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,0.1577587530787711,0.25014837608303064,0.0122975769215068,10,0,-0.08118865988661203,0.651411993753752
GOMF_GTPASE_ACTIVITY,0.1583017716022101,0.19084034037014475,0.0075244202894812,10,0,0.005402920482313544,0.651411993753752
